Algorithm            Matrix                         Blocks TPB    Time(ms)   Bandwidth    FLOPS     
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.218847   0.680916     0.082678  
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.401210   0.631602     0.072023  
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.004293   0.304532     0.032601  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.010883   0.545603     0.066889  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    1.199753   0.120675     0.015072  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.008866   0.430429     0.052478  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    11.864457  0.043983     0.003206  
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.629987   0.589326     0.064497  
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.013804   0.172049     0.018832  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.001528   5.202980     0.633976  
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.001497   99.545976    12.086983 
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.001636   154.908324   17.664553 
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.001544   0.846932     0.090668  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.001583   3.749970     0.459732  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    0.002806   51.601111    6.444859  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.001570   2.430794     0.296363  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    0.001653   315.663546   23.011227 
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.001484   250.153450   27.377443 
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.001478   1.607081     0.175903  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.044810   0.177381     0.021614  
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.220636   0.675394     0.082007  
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.396719   0.638752     0.072838  
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.003986   0.328003     0.035114  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.010723   0.553744     0.067887  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    1.181289   0.122561     0.015308  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.008715   0.437889     0.053388  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    11.841290  0.044069     0.003213  
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.626207   0.592883     0.064887  
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.014500   0.163787     0.017927  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.013310   0.597178     0.072765  
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.658964   0.226137     0.027458  
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.395527   0.640677     0.073058  
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.004803   0.272192     0.029139  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.011688   0.508018     0.062281  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    1.635123   0.088544     0.011059  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.009442   0.404171     0.049277  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    11.945219  0.043685     0.003185  
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.635487   0.584226     0.063939  
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.005708   0.416097     0.045544  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.046572   0.170673     0.020796  
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.711496   0.209441     0.025431  
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.395396   0.640889     0.073082  
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.011366   0.115023     0.012314  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.010580   0.561214     0.068803  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    1.154873   0.125365     0.015658  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.008835   0.431957     0.052664  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    18.575954  0.028092     0.002048  
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.626095   0.592990     0.064898  
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.013210   0.179784     0.019678  
